
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100

//Trader 0
<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,			*,		1,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,			*,		1,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		1,		-1	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		1,		-1	// Sellvalue -1 means it can not be selled
			MassImprovisedBag_Black,		*,		1000,	5	
			MassImprovisedBag_Blue,			*,		1000,	5	
			MassImprovisedBag_Green,		*,		1000,	5	
			MassImprovisedBag_Orange,		*,		1000,	5	
			MassImprovisedBag_Pink,			*,		1000,	5	
			MassImprovisedBag_Red,			*,		1000,	5	
			MassImprovisedBag_Yellow,		*,		1000,	5	
			MassImprovisedBag_Woodland,		*,		1000,	5	
			MassImprovisedBag_Partizan,		*,		1000,	5	
			MassImprovisedBag_Urban,		*,		1000,	5	
			MassRainCoatcourier_Black,		*,		1000,	5	
			MassRainCoatcourier_Blue,		*,		1000,	5	
			MassRainCoatcourier_Green,		*,		1000,	5	
			MassRainCoatcourier_Orange,		*,		1000,	5	
			MassRainCoatcourier_Pink,		*,		1000,	5	
			MassRainCoatcourier_Red,		*,		1000,	5	
			MassRainCoatcourier_Yellow,		*,		1000,	5	
			MassRainCoatcourier_Woodland,	*,		1000,	5	
			MassRainCoatcourier_Partizan,	*,		1000,	5	
			MassRainCoatcourier_Urban,		*,		1000,	5	
			MassMedical_Bag,				*,		1000,	5	
			MassMedical_Bag_Blue,			*,		1000,	5	
			MassMedical_Bag_Green,			*,		1000,	5	
	
	<Category> Ghillie
		// Keep in Mind that Players can also 
		// craft Ghillie Clothing and sell them!
		GhillieAtt_Mossy,		*,		-1,	70
		GhillieAtt_Tan,			*,		-1,	70
		GhillieAtt_Woodland,	*,		-1,	70
		GhillieHood_Mossy,		*,		-1,	70
		GhillieHood_Tan,		*,		-1,	70
		GhillieHood_Woodland,	*,		-1,	70
		GhillieBushrag_Mossy,	*,		-1,	130
		GhillieBushrag_Tan,		*,		-1,	130
		GhillieBushrag_Woodland,*,		-1,	130
		GhillieTop_Mossy,		*,		-1,	200
		GhillieTop_Tan,			*,		-1,	200
		GhillieTop_Woodland,	*,		-1,	200
		GhillieSuit_Mossy,		*,		-1,	300
		GhillieSuit_Tan,		*,		-1,	300
		GhillieSuit_Woodland,	*,		-1,	300
		
	//<Category> Seasonal
		//SantasBeard,			*,		15,		0
		//SantasHat,			*,		35,		0
		//PumpkinHelmet,		*,		50,		0

	<Category> Holster & Pouches
		ChestHolster,			*,		60,		20
		PlateCarrierHolster,	*,		-1,		20
		PlateCarrierPouches,	*,		-1,		20
		
	<Category> Belt
		CivilianBelt,			*,		100,	30
		MilitaryBelt,			*,		-1,	30
		
	<Category> Bags
		ChildBag_Red,			*,		20,		5
		ChildBag_Blue,			*,		20,		5
		ChildBag_Green,			*,		25,		6
		DryBag_Yellow,			*,		30,		8
		DryBag_Orange,			*,		30,		8
		DryBag_Red,				*,		30,		8
		DryBag_Blue,			*,		30,		8
		DryBag_Black,			*,		35,		8
		DryBag_Green,			*,		40,		10
		TaloonBag_Orange,		*,		50,		10
		TaloonBag_Violet,		*,		50,		10
		TaloonBag_Blue,			*,		50,		10
		TaloonBag_Green,		*,		70,		20
		SmershBag,				*,		100,	30
		WaterproofBag_Yellow,	*,		100,	30
		WaterproofBag_Orange,	*,		100,	30
		WaterproofBag_Green,	*,		110,	30
		AssaultBag_Black,		*,		110,	30
		AssaultBag_Green,		*,		110,	30
		AssaultBag_Ttsko,		*,		130,	30
		HuntingBag,				*,		130,	30
		TortillaBag,			*,		180,	60
		CoyoteBag_Brown,		*,		180,	60
		CoyoteBag_Green,		*,		180,	60
		MountainBag_Orange,		*,		300,	80
		MountainBag_Red,		*,		300,	80
		MountainBag_Blue,		*,		300,	80
		MountainBag_Green,		*,		360,	100
		AliceBag_Black,			*,		400,	150
		AliceBag_Green,			*,		400,	150
		AliceBag_Camo,			*,		500,	220

	//<Category> Handmade
		//LeatherGloves_Beige,	*,		0,		0
		//LeatherGloves_Black,	*,		0,		0
		//LeatherGloves_Brown,	*,		0,		0
		//LeatherGloves_Natural,*,		0,		0
		//LeatherHat_Beige,		*,		0,		0
		//LeatherHat_Black,		*,		0,		0
		//LeatherHat_Brown,		*,		0,		0
		//LeatherHat_Natural,	*,		0,		0
		//LeatherShirt_Natural,	*,		0,		0
		//LeatherStorageVest_Beige,*,	0,		0
		//LeatherStorageVest_Black,*,	0,		0
		//LeatherStorageVest_Brown,*,	0,		0
		//LeatherStorageVest_Natural,*,	0,		0
		//LeatherJacket_Beige,	*,		0,		0
		//LeatherJacket_Black,	*,		0,		0
		//LeatherJacket_Brown,	*,		0,		0
		//LeatherJacket_Natural,*,		0,		0
		//LeatherPants_Beige,	*,		0,		0
		//LeatherPants_Black,	*,		0,		0
		//LeatherPants_Brown,	*,		0,		0
		//LeatherPants_Natural,	*,		0,		0
		//LeatherShoes_Beige,	*,		0,		0
		//LeatherShoes_Black,	*,		0,		0
		//LeatherShoes_Brown,	*,		0,		0
		//LeatherShoes_Natural,	*,		0,		0
		//CourierBag,			*,		0,		0
		//FurCourierBag,		*,		0,		0
		//FurImprovisedBag,		*,		0,		0
		//ImprovisedBag,		*,		0,		0
		//LeatherSack_Beige,	*,		0,		0
		//LeatherSack_Black,	*,		0,		0
		//LeatherSack_Brown,	*,		0,		0
		//LeatherSack_Natural,	*,		0,		0
		
		
		
		
//THIS CATEGORY CAN BE ADD IN THE TRADER CONFIG IN THE TRADER OF YOUR CHOICE:


    <Category> ToxicZoneNBC
        ToxicZoneGP5GasMask_black,	*,		-1,		300	
		ToxicZoneGP5GasMask_green,	*,		-1,		300	
		ToxicZoneSuits_Hood_black,	*,		-1,		300
		ToxicZoneSuits_Hood_green,	*,		-1,		300	
		ToxicZoneSuits_Hood_yellow,	*,		-1,		300	
		ToxicZoneSuits_Gloves_black,	*,		-1,		300
		ToxicZoneSuits_Gloves_green,	*,		-1,		300	
		ToxicZoneSuits_Gloves_yellow,   *,		-1,		300	
		ToxicZoneSuits_Jacket_yellow,   *,		-1,		300
		ToxicZoneSuits_Jacket_green,   *,		-1,		300	
		ToxicZoneSuits_Jacket_black,	*,		-1,		300	
		ToxicZoneSuits_Pants_yellow,	*,		-1,		300
		ToxicZoneSuits_Pants_green,	*,		-1,		300	
		ToxicZoneSuits_Pants_black,	*,		-1,		300	
		ToxicZoneSuits_Boots_yellow,	*,		-1,		300
		ToxicZoneSuits_Boots_green,	*,		-1,		300
		ToxicZoneSuits_Boots_black,	*,		-1,		300
		GP5GasMask_Filter,		*,		 -1,           150	

	<Category> SQUAD MSF-C A-TACS AU
		MSFC_JPC_Vest_ATACSAU,	*,		-1,		65
		MSFC_TAC_TEC_Vest_ATACSAU,	*,		-1,		65
		MSFC_TacticalCap_ATACSAU,	*,		-1,		65
		MSFC_WarBelt_ATACSAU,	*,		-1,		65
		MSFCEmpty_Mags_Bag_ATACSAU,	*,		-1,		65
		MSFC_IFAK_ATACSAU,	*,		-1,		65
		MSFC_Defender_Vest_ATACSAU,	*,		-1,		65
		MSFCM65ATACSAU,	*,		-1,		65
		MSFCPantsATACSAU,	*,		-1,		65
		MSFCPCU5ATACSAUComander,	*,		-1,		65
		MSFCPCU5ATACSAUMedic,	*,		-1,		65
		MSFCPCU5ATACSAUReconnaissance,	*,		-1,		65
		MSFCPCU5ATACSAUSniper,	*,		-1,		65
		MSFCPCU5ATACSAUSapper,	*,		-1,		65
		MSFCPCU5ATACSAUMachineGun,	*,		-1,		65
		MSFCPCU5ATACSAUEngineer,	*,		-1,		65
		MSFCPCU5ATACSAUTrooper,	*,		-1,		65
		MSFCCapATACSAU,	*,		-1,		65
		MSFCGorkaJATACSAU,	*,		-1,		65
		MSFCGorkaPATACSAU,	*,		-1,		65
		MSFCGlovesATACSAU,	*,		-1,		65
		MSFCBootsATACSAU,	*,		-1,		65
		MSFCUKVestATACSAU,	*,		-1,		65
		MSFCTShirtATACSAU,	*,		-1,		65
		MSFCTacVestATACSAU,	*,		-1,		65
		MSFCTacVestATACSAULogo,	*,		-1,		65
		MSFCTacVestATACSAUMedic,	*,		-1,		65
		MSFCBeanieHatATACSAU,	*,		-1,		65
		MSFCBoonieHatATACSAU,	*,		-1,		65
		MSFCCoyoteBagATACSAU,	*,		-1,		65
		MSFCATACSAUMask,	*,		-1,		65
		MSFCMich2001ATACSAU,	*,		-1,		65
		MSFCAssaultBagATACSAU,	*,		-1,		65
		MSFCAssaultBagATACSAUMedic,	*,		-1,		65
		MSFCHoodATACSAU,	*,		-1,		65
		MSFCBandanaATACSAU,	*,		-1,		65
		MSFCBandanaATACSAUMask,	*,		-1,		65
		MSFCPlateCarrierVestATACSAU,	*,		-1,		65
		MSFCPlateCarrierVestATACSAULogo,	*,		-1,		65
		MSFCTortilaATACSAU,	*,		-1,		65
		MSFCAliceBagATACSAU,	*,		-1,		65
		MSFCNBCPantsATACSAU,	*,		-1,		65
		MSFCNBCJacketATACSAU,	*,		-1,		65
		MSFCNBCGlovesATACSAU,	*,		-1,		65
		MSFCNBCBootsATACSAU,	*,		-1,		65
		MSFCPlateCarrierVestATACSAUMedic,	*,		-1,		65
		MSFCMountainBagATACSAU,	*,		-1,		200
		MSFCPlateHolsterATACSAU,	*,		-1,		65
		MSFCPlatePouchesATACSAU,	*,		-1,		65
		MSFCPCU5ATACSAUSupply,	*,		-1,		65
		MSFCGorkaHelmetATACSAU,	*,		-1,		65
		MSFCMich2000HelmetATACSAU,	*,		-1,		65
		MSFCSweaterATACSAU,	*,		-1,		65
		MSFCPressVestATACSAU,	*,		-1,		65
		MSFCPCU5ATACSAUPartComander,	*,		-1,		65
		MSFCSmershVestATACSAU,	*,		-1,		65
		MSFCSmershBagATACSAU,	*,		-1,		65
		MSFCOpsCoreATACSAU,	*,		-1,		65
		MSFCTacticalMaskATACSAU,	*,		-1,		65
		MSFCSmershBagMedicATACSAU,	*,		-1,		65	
		MSFCPCU5ATACSAUNoPatch,	*,		-1,		65	
        MSFCGorkaJATACSAUNoPatch,	*,		-1,		65	
		MSFCBootsLowaATACSAU,	*,		-1,		65	
        MSFCBootsTrekkingATACSAU,	*,		-1,		65
        MSFCBackpackPegasusATACSAU,	*,		-1,		65
        MSFCBackpackCargoATACSAU,	*,		-1,		65
        MSFCPouchCargoATACSAU,	*,		-1,		65
        MSFCPouchIFAKATACSAU,	*,		-1,		65	
		MSFC_FaceMack_ATACSAU,	*,		-1,		65
        MSFC_TacticalBelt_ATACSAU,	*,		-1,		65
		MSFCLowaZephyrBootsATACSAU,	*,		-1,		65
		MSFC_TacticalBeltMedium_ATACSAU,	*,		-1,		65
        MSFC_TacticalBeltSmall_ATACSAU,	*,		-1,		65
		MSFC_TacticalBeltLite_ATACSAU,	*,		-1,		65
		MSFC_BIG_BACKPACK_ATACSAU,	*,		-1,		65
        MSFC_SMALL_BACKPACK_ATACSAU,	*,		-1,		65
		MSFC_BottlePouch_ATACSAU,	*,		-1,		65
        MSFC_G3Pants_ATACSAU,	*,		-1,		65

     <Category> SQUAD MSF-C A-TACS FG
		MSFC_JPC_Vest_ATACSFG,	*,		-1,		65
		MSFC_TAC_TEC_Vest_ATACSFG,	*,		-1,		65
		MSFC_TacticalCap_ATACSFG,	*,		-1,		65
		MSFC_WarBelt_ATACSFG,	*,		-1,		65
		MSFCEmpty_Mags_Bag_ATACSFG,	*,		-1,		65
		MSFC_IFAK_ATACSFG,	*,		-1,		65
		MSFC_Defender_Vest_ATACSFG,	*,		-1,		65
		MSFCM65ATACSFG,	*,		-1,		65
		MSFCPantsATACSFG,	*,		-1,		65
		MSFCPCU5ATACSFGComander,	*,		-1,		65
		MSFCPCU5ATACSFGMedic,	*,		-1,		65
		MSFCPCU5ATACSFGReconnaissance,	*,		-1,		65
		MSFCPCU5ATACSFGSniper,	*,		-1,		65
		MSFCPCU5ATACSFGSapper,	*,		-1,		65
		MSFCPCU5ATACSFGMachineGun,	*,		-1,		65
		MSFCPCU5ATACSFGEngineer,	*,		-1,		65
		MSFCPCU5ATACSFGTrooper,	*,		-1,		65
		MSFCCapATACSFG,	*,		-1,		65
		MSFCGorkaJATACSFG,	*,		-1,		65
		MSFCGorkaPATACSFG,	*,		-1,		65
		MSFCGlovesATACSFG,	*,		-1,		65
		MSFCBootsATACSFG,	*,		-1,		65
		MSFCUKVestATACSFG,	*,		-1,		65
		MSFCTShirtATACSFG,	*,		-1,		65
		MSFCTacVestATACSFG,	*,		-1,		65
		MSFCTacVestATACSFGLogo,	*,		-1,		65
		MSFCTacVestATACSFGMedic,	*,		-1,		65
		MSFCBeanieHatATACSFG,	*,		-1,		65
		MSFCBoonieHatATACSFG,	*,		-1,		65
		MSFCCoyoteBagATACSFG,	*,		-1,		65
		MSFCATACSFGMask,	*,		-1,		65
		MSFCMich2001ATACSFG,	*,		-1,		65
		MSFCAssaultBagATACSFG,	*,		-1,		65
		MSFCAssaultBagATACSFGMedic,	*,		-1,		65
		MSFCHoodATACSFG,	*,		-1,		65
		MSFCBandanaATACSFG,	*,		-1,		65
		MSFCBandanaATACSFGMask,	*,		-1,		65
		MSFCPlateCarrierVestATACSFG,	*,		-1,		65
		MSFCPlateCarrierVestATACSFGLogo,	*,		-1,		65
		MSFCTortilaATACSFG,	*,		-1,		65
		MSFCAliceBagATACSFG,	*,		-1,		65
		MSFCNBCPantsATACSFG,	*,		-1,		65
		MSFCNBCJacketATACSFG,	*,		-1,		65
		MSFCNBCGlovesATACSFG,	*,		-1,		65
		MSFCNBCBootsATACSFG,	*,		-1,		65
		MSFCPlateCarrierVestATACSFGMedic,	*,		-1,		65
		MSFCMountainBagATACSFG,	*,		-1,		200
		MSFCPlateHolsterATACSFG,	*,		-1,		65
		MSFCPlatePouchesATACSFG,	*,		-1,		65
		MSFCPCU5ATACSFGSupply,	*,		-1,		65
		MSFCGorkaHelmetATACSFG,	*,		-1,		65
		MSFCMich2000HelmetATACSFG,	*,		-1,		65
		MSFCSweaterATACSFG,	*,		-1,		65
		MSFCPressVestATACSFG,	*,		-1,		65
		MSFCPCU5ATACSFGPartComander,	*,		-1,		65
		MSFCSmershVestATACSFG,	*,		-1,		65
		MSFCSmershBagATACSFG,	*,		-1,		65
		MSFCOpsCoreATACSFG,	*,		-1,		65
		MSFCTacticalMaskATACSFG,	*,		-1,		65
		MSFCSmershBagMedicATACSFG,	*,		-1,		65
		MSFCPCU5ATACSFGNoPatch,	*,		-1,		65
        MSFCGorkaJATACSFGNoPatch,	*,		-1,		65
		MSFCBootsLowaATACSFG,	*,		-1,		65
        MSFCBootsTrekkingATACSFG,	*,		-1,		65
        MSFCBackpackPegasusATACSFG,	*,		-1,		65
        MSFCBackpackCargoATACSFG,	*,		-1,		65
        MSFCPouchCargoATACSFG,	*,		-1,		65
        MSFCPouchIFAKATACSFG,	*,		-1,		65
		MSFC_FaceMack_ATACSFG,	*,		-1,		65
        MSFC_TacticalBelt_ATACSFG,	*,		-1,		65
		MSFCLowaZephyrBootsATACSFG,	*,		-1,		65
		MSFC_TacticalBeltMedium_ATACSFG,	*,		-1,		65
        MSFC_TacticalBeltSmall_ATACSFG,	*,		-1,		65
		MSFC_TacticalBeltLite_ATACSFG,	*,		-1,		65
		MSFC_BIG_BACKPACK_ATACSFG,	*,		-1,		65
        MSFC_SMALL_BACKPACK_ATACSFG,	*,		-1,		65
		MSFC_BottlePouch_ATACSFG,	*,		-1,		65
        MSFC_G3Pants_ATACSFG,	*,		-1,		65		

     <Category> SQUAD MSF-C Multicam Black
		MSFC_JPC_Vest_MulticamBlack,	*,		-1,		65
		MSFC_TAC_TEC_Vest_MulticamBlack,	*,		-1,		65
		MSFC_TacticalCap_MulticamBlack,	*,		-1,		65
		MSFC_WarBelt_MulticamBlack,	*,		-1,		65
		MSFCEmpty_Mags_Bag_MulticamBlack,	*,		-1,		65
		MSFC_IFAK_MulticamBlack,	*,		-1,		65
		MSFC_Defender_Vest_MulticamBlack,	*,		-1,		65
		MSFCM65MulticamBlack,	*,		-1,		65
		MSFCPantsMulticamBlack,	*,		-1,		65
		MSFCPCU5MulticamBlackComander,	*,		-1,		65
		MSFCPCU5MulticamBlackMedic,	*,		-1,		65
		MSFCPCU5MulticamBlackReconnaissance,	*,		-1,		65
		MSFCPCU5MulticamBlackSniper,	*,		-1,		65
		MSFCPCU5MulticamBlackSapper,	*,		-1,		65
		MSFCPCU5MulticamBlackMachineGun,	*,		-1,		65
		MSFCPCU5MulticamBlackEngineer,	*,		-1,		65
		MSFCPCU5MulticamBlackTrooper,	*,		-1,		65
		MSFCCapMulticamBlack,	*,		-1,		65
		MSFCGorkaJMulticamBlack,	*,		-1,		65
		MSFCGorkaPMulticamBlack,	*,		-1,		65
		MSFCGlovesMulticamBlack,	*,		-1,		65
		MSFCBootsMulticamBlack,	*,		-1,		65
		MSFCUKVestMulticamBlack,	*,		-1,		65
		MSFCTShirtMulticamBlack,	*,		-1,		65
		MSFCTacVestMulticamBlack,	*,		-1,		65
		MSFCTacVestMulticamBlackLogo,	*,		-1,		65
		MSFCTacVestMulticamBlackMedic,	*,		-1,		65
		MSFCBeanieHatMulticamBlack,	*,		-1,		65
		MSFCBoonieHatMulticamBlack,	*,		-1,		65
		MSFCCoyoteBagMulticamBlack,	*,		-1,		65
		MSFCMulticamBlackMask,	*,		-1,		65
		MSFCMich2001MulticamBlack,	*,		-1,		65
		MSFCAssaultBagMulticamBlack,	*,		-1,		65
		MSFCAssaultBagMulticamBlackMedic,	*,		-1,		65
		MSFCHoodMulticamBlack,	*,		-1,		65
		MSFCBandanaMulticamBlack,	*,		-1,		65
		MSFCBandanaMulticamBlackMask,	*,		-1,		65
		MSFCPlateCarrierVestMulticamBlack,	*,		-1,		65
		MSFCPlateCarrierVestMulticamBlackLogo,	*,		-1,		65
		MSFCTortilaMulticamBlack,	*,		-1,		65
		MSFCAliceBagMulticamBlack,	*,		-1,		65
		MSFCNBCPantsMulticamBlack,	*,		-1,		65
		MSFCNBCJacketMulticamBlack,	*,		-1,		65
		MSFCNBCGlovesMulticamBlack,	*,		-1,		65
		MSFCNBCBootsMulticamBlack,	*,		-1,		65
		MSFCPlateCarrierVestMulticamBlackMedic,	*,		-1,		65
		MSFCMountainBagMulticamBlack,	*,		-1,		200
		MSFCPlateHolsterMulticamBlack,	*,		-1,		65
		MSFCPlatePouchesMulticamBlack,	*,		-1,		65
		MSFCPCU5MulticamBlackSupply,	*,		-1,		65
		MSFCGorkaHelmetMulticamBlack,	*,		-1,		65
		MSFCMich2000HelmetMulticamBlack,	*,		-1,		65
		MSFCSweaterMulticamBlack,	*,		-1,		65
		MSFCPressVestMulticamBlack,	*,		-1,		65
		MSFCPCU5MulticamBlackPartComander,	*,		-1,		65
		MSFCSmershVestMulticamBlack,	*,		-1,		65
		MSFCSmershBagMulticamBlack,	*,		-1,		65
		MSFCOpsCoreMulticamBlack,	*,		-1,		65
		MSFCTacticalMaskMulticamBlack,	*,		-1,		65
		MSFCSmershBagMedicMulticamBlack,	*,		-1,		65	
		MSFCPCU5MulticamBlackNoPatch,	*,		-1,		65	
        MSFCGorkaJMulticamBlackNoPatch,	*,		-1,		65
        MSFCBootsLowaMulticamBlack,	*,		-1,		65
        MSFCBootsTrekkingMulticamBlack,	*,		-1,		65
		MSFCBackpackPegasusMulticamBlack,	*,		-1,		65
		MSFCBackpackCargoMulticamBlack,	*,		-1,		65
		MSFCPouchCargoMulticamBlack,	*,		-1,		65
		MSFCPouchIFAKMulticamBlack,	*,		-1,		65
		MSFC_FaceMack_MulticamBlack,	*,		-1,		65
        MSFC_TacticalBelt_MulticamBlack,	*,		-1,		65
		MSFCLowaZephyrBootsMulticamBlack,	*,		-1,		65
		MSFC_TacticalBeltMedium_MulticamBlack,	*,		-1,		65
        MSFC_TacticalBeltSmall_MulticamBlack,	*,		-1,		65
		MSFC_TacticalBeltLite_MulticamBlack,	*,		-1,		65
		MSFC_BIG_BACKPACK_MulticamBlack,	*,		-1,		65
        MSFC_SMALL_BACKPACK_MulticamBlack,	*,		-1,		65
        MSFC_BottlePouch_MulticamBlack,	*,		-1,		65
        MSFC_G3Pants_MulticamBlack,	*,		-1,		65	

    <Category> SQUAD MSF-C Multicam Tropic
		MSFC_JPC_Vest_MulticamTropic,	*,		-1,		65
		MSFC_TAC_TEC_Vest_MulticamTropic,	*,		-1,		65
		MSFC_TacticalCap_MulticamTropic,	*,		-1,		65
		MSFC_WarBelt_MulticamTropic,	*,		-1,		65
		MSFCEmpty_Mags_Bag_MulticamTropic,	*,		-1,		65
		MSFC_IFAK_MulticamTropic,	*,		-1,		65
		MSFC_Defender_Vest_MulticamTropic,	*,		-1,		65
		MSFCM65MulticamTropic,	*,		-1,		65
		MSFCPantsMulticamTropic,	*,		-1,		65
		MSFCPCU5MulticamTropicComander,	*,		-1,		65
		MSFCPCU5MulticamTropicMedic,	*,		-1,		65
		MSFCPCU5MulticamTropicReconnaissance,	*,		-1,		65
		MSFCPCU5MulticamTropicSniper,	*,		-1,		65
		MSFCPCU5MulticamTropicSapper,	*,		-1,		65
		MSFCPCU5MulticamTropicMachineGun,	*,		-1,		65
		MSFCPCU5MulticamTropicEngineer,	*,		-1,		65
		MSFCPCU5MulticamTropicTrooper,	*,		-1,		65
		MSFCCapMulticamTropic,	*,		-1,		65
		MSFCGorkaJMulticamTropic,	*,		-1,		65
		MSFCGorkaPMulticamTropic,	*,		-1,		65
		MSFCGlovesMulticamTropic,	*,		-1,		65
		MSFCBootsMulticamTropic,	*,		-1,		65
		MSFCUKVestMulticamTropic,	*,		-1,		65
		MSFCTShirtMulticamTropic,	*,		-1,		65
		MSFCTacVestMulticamTropic,	*,		-1,		65
		MSFCTacVestMulticamTropicLogo,	*,		-1,		65
		MSFCTacVestMulticamTropicMedic,	*,		-1,		65
		MSFCBeanieHatMulticamTropic,	*,		-1,		65
		MSFCBoonieHatMulticamTropic,	*,		-1,		65
		MSFCCoyoteBagMulticamTropic,	*,		-1,		65
		MSFCMulticamTropicMask,	*,		-1,		65
		MSFCMich2001MulticamTropic,	*,		-1,		65
		MSFCAssaultBagMulticamTropic,	*,		-1,		65
		MSFCAssaultBagMulticamTropicMedic,	*,		-1,		65
		MSFCHoodMulticamTropic,	*,		-1,		65
		MSFCBandanaMulticamTropic,	*,		-1,		65
		MSFCBandanaMulticamTropicMask,	*,		-1,		65
		MSFCPlateCarrierVestMulticamTropic,	*,		-1,		65
		MSFCPlateCarrierVestMulticamTropicLogo,	*,		-1,		65
		MSFCTortilaMulticamTropic,	*,		-1,		65
		MSFCAliceBagMulticamTropic,	*,		-1,		65
		MSFCNBCPantsMulticamTropic,	*,		-1,		65
		MSFCNBCJacketMulticamTropic,	*,		-1,		65
		MSFCNBCGlovesMulticamTropic,	*,		-1,		65
		MSFCNBCBootsMulticamTropic,	*,		-1,		65
		MSFCPlateCarrierVestMulticamTropicMedic,	*,		-1,		65
		MSFCMountainBagMulticamTropic,	*,		-1,		200
		MSFCPlateHolsterMulticamTropic,	*,		-1,		65
		MSFCPlatePouchesMulticamTropic,	*,		-1,		65
		MSFCPCU5MulticamTropicSupply,	*,		-1,		65
		MSFCGorkaHelmetMulticamTropic,	*,		-1,		65
		MSFCMich2000HelmetMulticamTropic,	*,		-1,		65
		MSFCSweaterMulticamTropic,	*,		-1,		65
		MSFCPressVestMulticamTropic,	*,		-1,		65
		MSFCPCU5MulticamTropicPartComander,	*,		-1,		65
		MSFCSmershVestMulticamTropic,	*,		-1,		65
		MSFCSmershBagMulticamTropic,	*,		-1,		65
		MSFCOpsCoreMulticamTropic,	*,		-1,		65
		MSFCTacticalMaskMulticamTropic,	*,		-1,		65
		MSFCSmershBagMedicMulticamTropic,	*,		-1,		65	
		MSFCPCU5MulticamTropicNoPatch,	*,		-1,		65	
        MSFCGorkaJMulticamTropicNoPatch,	*,		-1,		65
        MSFCBootsLowaMulticamTropic,	*,		-1,		65
        MSFCBootsTrekkingMulticamTropic,	*,		-1,		65
        MSFCBackpackPegasusMulticamTropic,	*,		-1,		65
        MSFCBackpackCargoMulticamTropic,	*,		-1,		65
        MSFCPouchCargoMulticamTropic,	*,		-1,		65
        MSFCPouchIFAKMulticamTropic,	*,		-1,		65
		MSFC_FaceMack_MulticamTropic,	*,		-1,		65
        MSFC_TacticalBelt_MulticamTropic,	*,		-1,		65
		MSFCLowaZephyrBootsMulticamTropic,	*,		-1,		65
		MSFC_TacticalBeltMedium_MulticamTropic,	*,		-1,		65
        MSFC_TacticalBeltSmall_MulticamTropic,	*,		-1,		65
		MSFC_TacticalBeltLite_MulticamTropic,	*,		-1,		65
		MSFC_BIG_BACKPACK_MulticamTropic,	*,		-1,		65
        MSFC_SMALL_BACKPACK_MulticamTropic,	*,		-1,		65
        MSFC_BottlePouch_MulticamTropic,	*,		-1,		65
        MSFC_G3Pants_MulticamTropic,	*,		-1,		65	

    <Category> SQUAD MSF-C Multicam
		MSFC_JPC_Vest_Multicam,	*,		-1,		65
		MSFC_TAC_TEC_Vest_Multicam,	*,		-1,		65
		MSFC_TacticalCap_Multicam,	*,		-1,		65
		MSFC_WarBelt_Multicam,	*,		-1,		65
		MSFCEmpty_Mags_Bag_Multicam,	*,		-1,		65
		MSFC_IFAK_Multicam,	*,		-1,		65
		MSFC_Defender_Vest_Multicam,	*,		-1,		65
		MSFCM65Multicam,	*,		-1,		65
		MSFCPantsMulticam,	*,		-1,		65
		MSFCPCU5MulticamComander,	*,		-1,		65
		MSFCPCU5MulticamMedic,	*,		-1,		65
		MSFCPCU5MulticamReconnaissance,	*,		-1,		65
		MSFCPCU5MulticamSniper,	*,		-1,		65
		MSFCPCU5MulticamSapper,	*,		-1,		65
		MSFCPCU5MulticamMachineGun,	*,		-1,		65
		MSFCPCU5MulticamEngineer,	*,		-1,		65
		MSFCPCU5MulticamTrooper,	*,		-1,		65
		MSFCCapMulticam,	*,		-1,		65
		MSFCGorkaJMulticam,	*,		-1,		65
		MSFCGorkaPMulticam,	*,		-1,		65
		MSFCGlovesMulticam,	*,		-1,		65
		MSFCBootsMulticam,	*,		-1,		65
		MSFCUKVestMulticam,	*,		-1,		65
		MSFCTShirtMulticam,	*,		-1,		65
		MSFCTacVestMulticam,	*,		-1,		65
		MSFCTacVestMulticamLogo,	*,		-1,		65
		MSFCTacVestMulticamMedic,	*,		-1,		65
		MSFCBeanieHatMulticam,	*,		-1,		65
		MSFCBoonieHatMulticam,	*,		-1,		65
		MSFCCoyoteBagMulticam,	*,		-1,		65
		MSFCMulticamMask,	*,		-1,		65
		MSFCMich2001Multicam,	*,		-1,		65
		MSFCAssaultBagMulticam,	*,		-1,		65
		MSFCAssaultBagMulticamMedic,	*,		-1,		65
